age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
44.00,5,3.00,1.00,3.00,2.00,2.00,2.00,5.00,5.00,70.00,2.00,999.00,0.00,1.00,2.00
32.00,2,2.00,4.00,2.00,2.00,2.00,1.00,11.00,1.00,191.00,2.00,19.00,2.00,2.00,2.00
28.00,2,2.00,4.00,2.00,2.00,2.00,2.00,5.00,3.00,27.00,2.00,999.00,0.00,1.00,2.00
48.00,8,1.00,4.00,2.00,1.00,2.00,2.00,5.00,4.00,859.00,2.00,999.00,0.00,1.00,2.00
44.00,10,3.00,5.00,2.00,1.00,2.00,1.00,8.00,3.00,1552.00,3.00,999.00,0.00,1.00,1.00
28.00,9,2.00,6.00,2.00,1.00,2.00,1.00,8.00,4.00,111.00,1.00,999.00,1.00,2.00,2.00
33.00,10,1.00,5.00,2.00,2.00,1.00,1.00,4.00,4.00,383.00,3.00,999.00,1.00,2.00,2.00
31.00,8,2.00,4.00,2.00,3.00,3.00,2.00,5.00,1.00,456.00,6.00,999.00,0.00,1.00,2.00
54.00,5,1.00,2.00,2.00,1.00,1.00,1.00,5.00,2.00,552.00,1.00,999.00,2.00,2.00,2.00
32.00,5,2.00,5.00,2.00,2.00,2.00,1.00,5.00,5.00,194.00,3.00,999.00,0.00,1.00,2.00
40.00,1,1.00,7.00,2.00,1.00,2.00,1.00,7.00,1.00,62.00,2.00,999.00,0.00,1.00,2.00
49.00,1,1.00,1.00,3.00,2.00,1.00,2.00,5.00,3.00,667.00,3.00,999.00,0.00,1.00,2.00
55.00,6,1.00,7.00,3.00,2.00,2.00,2.00,5.00,2.00,69.00,1.00,999.00,0.00,1.00,2.00
57.00,6,1.00,4.00,3.00,1.00,2.00,2.00,5.00,5.00,42.00,2.00,999.00,0.00,1.00,2.00
55.00,8,1.00,4.00,2.00,2.00,1.00,1.00,7.00,4.00,371.00,1.00,999.00,0.00,1.00,2.00
42.00,1,1.00,3.00,2.00,1.00,2.00,1.00,5.00,3.00,361.00,1.00,999.00,1.00,2.00,2.00
42.00,1,3.00,1.00,2.00,3.00,3.00,2.00,5.00,1.00,100.00,1.00,999.00,0.00,1.00,2.00
46.00,2,1.00,2.00,2.00,1.00,2.00,1.00,11.00,5.00,70.00,1.00,999.00,0.00,1.00,2.00
30.00,2,2.00,4.00,2.00,2.00,1.00,1.00,7.00,2.00,68.00,2.00,999.00,0.00,1.00,2.00
39.00,2,1.00,2.00,2.00,2.00,2.00,1.00,8.00,4.00,436.00,2.00,999.00,0.00,1.00,2.00
33.00,8,2.00,4.00,2.00,2.00,1.00,2.00,5.00,1.00,109.00,2.00,999.00,0.00,1.00,2.00
39.00,8,1.00,1.00,2.00,2.00,2.00,1.00,7.00,3.00,100.00,5.00,999.00,0.00,1.00,2.00
56.00,5,1.00,2.00,2.00,1.00,2.00,1.00,6.00,3.00,175.00,3.00,999.00,0.00,1.00,2.00
27.00,2,2.00,4.00,2.00,2.00,2.00,1.00,6.00,2.00,586.00,2.00,999.00,0.00,1.00,1.00
29.00,2,2.00,4.00,2.00,2.00,2.00,1.00,7.00,5.00,446.00,1.00,999.00,0.00,1.00,1.00
27.00,10,2.00,5.00,2.00,2.00,2.00,1.00,7.00,1.00,581.00,4.00,999.00,0.00,1.00,2.00
43.00,8,1.00,4.00,3.00,2.00,2.00,2.00,5.00,3.00,297.00,1.00,999.00,0.00,1.00,2.00
34.00,10,1.00,5.00,2.00,1.00,1.00,1.00,11.00,4.00,42.00,7.00,999.00,0.00,1.00,2.00
27.00,10,1.00,5.00,2.00,1.00,1.00,2.00,5.00,4.00,289.00,3.00,999.00,0.00,1.00,2.00
54.00,1,1.00,3.00,2.00,2.00,2.00,1.00,8.00,4.00,253.00,5.00,999.00,0.00,1.00,2.00
38.00,1,1.00,3.00,3.00,2.00,2.00,2.00,6.00,4.00,149.00,1.00,999.00,0.00,1.00,2.00
33.00,2,2.00,2.00,2.00,2.00,2.00,1.00,8.00,3.00,43.00,1.00,999.00,0.00,1.00,2.00
41.00,10,1.00,5.00,2.00,2.00,2.00,1.00,11.00,5.00,407.00,4.00,999.00,0.00,1.00,2.00
30.00,10,2.00,5.00,2.00,2.00,2.00,2.00,8.00,1.00,6.00,1.00,999.00,0.00,1.00,2.00
28.00,2,2.00,4.00,2.00,2.00,2.00,2.00,6.00,5.00,22.00,16.00,999.00,0.00,1.00,2.00
32.00,2,3.00,2.00,2.00,2.00,1.00,2.00,7.00,5.00,137.00,2.00,999.00,0.00,1.00,2.00
31.00,1,2.00,1.00,2.00,2.00,2.00,1.00,8.00,3.00,38.00,1.00,999.00,0.00,1.00,2.00
31.00,2,2.00,2.00,2.00,1.00,2.00,1.00,7.00,2.00,89.00,2.00,999.00,0.00,1.00,2.00
39.00,1,1.00,1.00,2.00,1.00,1.00,1.00,5.00,2.00,494.00,1.00,999.00,0.00,1.00,1.00
32.00,1,1.00,5.00,2.00,1.00,2.00,2.00,7.00,5.00,168.00,1.00,999.00,0.00,1.00,2.00
30.00,8,2.00,4.00,2.00,1.00,2.00,1.00,7.00,5.00,94.00,2.00,999.00,0.00,1.00,2.00
42.00,10,1.00,1.00,2.00,2.00,2.00,2.00,5.00,2.00,610.00,2.00,999.00,0.00,1.00,2.00
51.00,5,1.00,6.00,2.00,2.00,2.00,2.00,11.00,1.00,113.00,1.00,999.00,0.00,1.00,2.00
33.00,2,1.00,2.00,2.00,1.00,2.00,1.00,8.00,5.00,111.00,1.00,999.00,0.00,1.00,2.00
52.00,10,1.00,4.00,2.00,1.00,1.00,2.00,5.00,3.00,73.00,2.00,999.00,0.00,1.00,2.00
44.00,5,2.00,4.00,2.00,2.00,2.00,1.00,5.00,1.00,233.00,1.00,999.00,0.00,1.00,2.00
43.00,11,1.00,2.00,3.00,1.00,2.00,2.00,6.00,4.00,409.00,1.00,999.00,0.00,1.00,2.00
30.00,2,2.00,4.00,2.00,2.00,2.00,2.00,5.00,2.00,142.00,1.00,999.00,0.00,1.00,2.00
26.00,8,2.00,4.00,2.00,2.00,2.00,1.00,4.00,4.00,177.00,1.00,1.00,3.00,3.00,2.00
35.00,1,1.00,1.00,2.00,2.00,2.00,2.00,5.00,5.00,131.00,3.00,999.00,0.00,1.00,2.00
31.00,11,2.00,2.00,2.00,1.00,2.00,1.00,8.00,1.00,55.00,3.00,999.00,0.00,1.00,2.00
40.00,1,1.00,1.00,3.00,2.00,2.00,2.00,6.00,4.00,26.00,1.00,999.00,0.00,1.00,2.00
63.00,6,1.00,5.00,2.00,2.00,2.00,1.00,10.00,4.00,235.00,1.00,6.00,1.00,3.00,2.00
38.00,10,2.00,4.00,3.00,2.00,2.00,1.00,8.00,2.00,104.00,6.00,999.00,0.00,1.00,2.00
34.00,5,1.00,2.00,3.00,2.00,2.00,1.00,7.00,3.00,90.00,1.00,999.00,0.00,1.00,2.00
58.00,8,1.00,3.00,2.00,2.00,2.00,2.00,6.00,4.00,75.00,1.00,999.00,0.00,1.00,2.00
50.00,2,1.00,1.00,2.00,1.00,1.00,2.00,5.00,2.00,16.00,2.00,999.00,0.00,1.00,2.00
44.00,1,2.00,1.00,2.00,2.00,2.00,1.00,5.00,1.00,267.00,4.00,999.00,1.00,2.00,2.00
51.00,10,1.00,5.00,2.00,1.00,2.00,1.00,7.00,4.00,135.00,2.00,999.00,1.00,2.00,1.00
27.00,8,1.00,4.00,2.00,1.00,2.00,1.00,7.00,5.00,110.00,1.00,999.00,0.00,1.00,2.00
46.00,2,1.00,4.00,2.00,1.00,2.00,2.00,5.00,4.00,146.00,4.00,999.00,0.00,1.00,2.00
28.00,8,2.00,4.00,2.00,2.00,1.00,2.00,5.00,1.00,200.00,1.00,999.00,0.00,1.00,2.00
53.00,1,1.00,3.00,2.00,2.00,1.00,2.00,6.00,1.00,340.00,2.00,999.00,0.00,1.00,2.00
28.00,1,2.00,5.00,2.00,2.00,2.00,1.00,7.00,3.00,690.00,4.00,999.00,0.00,1.00,1.00
35.00,7,2.00,2.00,2.00,2.00,2.00,1.00,7.00,4.00,609.00,1.00,999.00,0.00,1.00,2.00
36.00,3,1.00,2.00,2.00,1.00,2.00,1.00,7.00,3.00,40.00,8.00,999.00,0.00,1.00,2.00
43.00,2,1.00,4.00,2.00,1.00,2.00,2.00,5.00,4.00,152.00,2.00,999.00,0.00,1.00,2.00
30.00,10,2.00,5.00,2.00,1.00,2.00,1.00,8.00,5.00,358.00,2.00,999.00,0.00,1.00,2.00
28.00,2,2.00,2.00,2.00,2.00,2.00,2.00,4.00,5.00,394.00,2.00,999.00,0.00,1.00,1.00
46.00,2,1.00,2.00,3.00,2.00,2.00,1.00,11.00,1.00,725.00,2.00,999.00,0.00,1.00,2.00
38.00,10,1.00,5.00,3.00,1.00,2.00,1.00,11.00,3.00,433.00,2.00,999.00,0.00,1.00,2.00
39.00,4,1.00,3.00,2.00,2.00,2.00,1.00,8.00,5.00,155.00,2.00,999.00,0.00,1.00,2.00
50.00,2,2.00,2.00,2.00,2.00,2.00,1.00,7.00,3.00,102.00,1.00,999.00,0.00,1.00,2.00
44.00,2,1.00,2.00,2.00,1.00,2.00,1.00,11.00,4.00,147.00,1.00,999.00,0.00,1.00,2.00
26.00,1,2.00,7.00,3.00,1.00,2.00,1.00,7.00,2.00,1833.00,2.00,999.00,0.00,1.00,1.00
28.00,3,1.00,1.00,3.00,2.00,2.00,1.00,5.00,5.00,22.00,5.00,999.00,0.00,1.00,2.00
40.00,1,3.00,3.00,2.00,1.00,2.00,1.00,11.00,5.00,58.00,1.00,999.00,1.00,2.00,2.00
56.00,5,1.00,2.00,2.00,2.00,2.00,2.00,8.00,2.00,108.00,1.00,999.00,0.00,1.00,2.00
23.00,1,2.00,1.00,2.00,1.00,2.00,1.00,7.00,4.00,523.00,2.00,999.00,0.00,1.00,2.00
53.00,4,1.00,6.00,2.00,1.00,2.00,1.00,8.00,1.00,152.00,2.00,999.00,0.00,1.00,2.00
30.00,1,1.00,5.00,2.00,2.00,2.00,2.00,7.00,4.00,180.00,3.00,999.00,0.00,1.00,2.00
37.00,8,2.00,1.00,2.00,2.00,2.00,1.00,5.00,2.00,247.00,1.00,999.00,0.00,1.00,2.00
47.00,1,1.00,7.00,3.00,1.00,1.00,1.00,7.00,5.00,138.00,4.00,999.00,0.00,1.00,2.00
46.00,3,1.00,2.00,3.00,2.00,2.00,2.00,5.00,3.00,433.00,3.00,999.00,0.00,1.00,2.00
31.00,10,1.00,5.00,2.00,1.00,2.00,1.00,7.00,3.00,225.00,2.00,999.00,0.00,1.00,2.00
25.00,9,2.00,4.00,2.00,1.00,2.00,1.00,10.00,1.00,211.00,2.00,6.00,3.00,3.00,1.00
25.00,1,1.00,1.00,3.00,1.00,2.00,2.00,6.00,1.00,283.00,5.00,999.00,0.00,1.00,2.00
46.00,8,1.00,4.00,2.00,2.00,2.00,1.00,4.00,1.00,64.00,4.00,999.00,0.00,1.00,2.00
65.00,6,1.00,4.00,2.00,1.00,2.00,1.00,10.00,2.00,384.00,2.00,999.00,0.00,1.00,1.00
35.00,10,2.00,5.00,2.00,1.00,2.00,1.00,8.00,3.00,536.00,3.00,999.00,0.00,1.00,2.00
51.00,5,1.00,2.00,2.00,2.00,2.00,1.00,8.00,4.00,644.00,2.00,999.00,0.00,1.00,1.00
25.00,1,2.00,4.00,2.00,2.00,2.00,1.00,7.00,1.00,62.00,3.00,999.00,0.00,1.00,2.00
24.00,5,1.00,2.00,2.00,3.00,3.00,1.00,7.00,3.00,530.00,2.00,999.00,0.00,1.00,2.00
28.00,1,3.00,4.00,2.00,1.00,2.00,2.00,5.00,1.00,7.00,1.00,999.00,0.00,1.00,2.00
26.00,10,1.00,5.00,2.00,1.00,2.00,2.00,7.00,4.00,277.00,2.00,999.00,0.00,1.00,2.00
35.00,10,1.00,2.00,2.00,1.00,2.00,1.00,10.00,3.00,68.00,1.00,999.00,0.00,1.00,2.00
33.00,11,3.00,5.00,2.00,1.00,2.00,1.00,8.00,1.00,150.00,2.00,999.00,0.00,1.00,2.00
60.00,10,3.00,5.00,3.00,2.00,2.00,2.00,6.00,3.00,72.00,1.00,999.00,0.00,1.00,2.00
17.00,9,2.00,1.00,2.00,1.00,2.00,1.00,8.00,5.00,182.00,2.00,999.00,2.00,2.00,2.00
31.00,8,1.00,4.00,2.00,1.00,2.00,1.00,5.00,3.00,322.00,1.00,999.00,1.00,2.00,2.00
58.00,2,1.00,2.00,2.00,2.00,2.00,1.00,8.00,3.00,460.00,1.00,999.00,0.00,1.00,2.00
38.00,1,1.00,1.00,3.00,2.00,2.00,2.00,6.00,2.00,406.00,1.00,999.00,0.00,1.00,2.00
40.00,1,1.00,7.00,2.00,1.00,2.00,2.00,6.00,1.00,104.00,4.00,999.00,0.00,1.00,2.00
29.00,8,2.00,4.00,2.00,2.00,1.00,2.00,5.00,2.00,262.00,2.00,999.00,0.00,1.00,2.00
31.00,2,1.00,2.00,2.00,2.00,2.00,2.00,7.00,3.00,238.00,8.00,999.00,0.00,1.00,2.00
24.00,9,2.00,2.00,2.00,1.00,1.00,2.00,5.00,5.00,65.00,3.00,999.00,0.00,1.00,2.00
55.00,6,1.00,4.00,2.00,2.00,2.00,1.00,4.00,5.00,401.00,1.00,8.00,1.00,3.00,2.00
32.00,2,2.00,2.00,2.00,2.00,2.00,1.00,8.00,3.00,168.00,1.00,999.00,0.00,1.00,2.00
41.00,3,1.00,2.00,2.00,1.00,2.00,1.00,11.00,2.00,854.00,1.00,999.00,0.00,1.00,1.00
31.00,1,1.00,1.00,2.00,2.00,2.00,2.00,5.00,5.00,451.00,4.00,999.00,0.00,1.00,2.00
31.00,8,2.00,4.00,2.00,1.00,2.00,1.00,7.00,4.00,45.00,3.00,999.00,0.00,1.00,2.00
30.00,10,3.00,5.00,2.00,1.00,2.00,2.00,5.00,2.00,169.00,1.00,999.00,0.00,1.00,2.00
31.00,1,1.00,3.00,3.00,2.00,2.00,1.00,5.00,4.00,210.00,2.00,999.00,0.00,1.00,2.00
31.00,2,3.00,2.00,2.00,1.00,2.00,1.00,8.00,1.00,367.00,2.00,999.00,0.00,1.00,2.00
46.00,1,1.00,7.00,2.00,1.00,1.00,1.00,7.00,4.00,94.00,2.00,999.00,0.00,1.00,2.00
30.00,1,1.00,3.00,3.00,1.00,2.00,2.00,6.00,5.00,83.00,5.00,999.00,0.00,1.00,2.00
40.00,5,1.00,4.00,2.00,2.00,1.00,1.00,8.00,3.00,258.00,2.00,999.00,0.00,1.00,2.00
33.00,10,2.00,2.00,2.00,1.00,2.00,1.00,4.00,4.00,106.00,2.00,999.00,0.00,1.00,2.00
25.00,7,2.00,2.00,2.00,1.00,2.00,1.00,4.00,4.00,113.00,1.00,999.00,0.00,1.00,2.00
35.00,10,2.00,5.00,2.00,2.00,1.00,1.00,8.00,5.00,30.00,4.00,999.00,0.00,1.00,2.00
37.00,1,2.00,2.00,3.00,2.00,2.00,1.00,5.00,4.00,159.00,2.00,999.00,1.00,2.00,2.00
30.00,2,1.00,2.00,2.00,2.00,2.00,1.00,8.00,5.00,705.00,2.00,999.00,0.00,1.00,2.00
49.00,1,1.00,6.00,2.00,2.00,2.00,2.00,5.00,2.00,286.00,1.00,999.00,0.00,1.00,2.00
35.00,2,1.00,4.00,2.00,1.00,2.00,1.00,7.00,2.00,992.00,2.00,999.00,0.00,1.00,1.00
35.00,7,2.00,2.00,2.00,3.00,3.00,1.00,10.00,1.00,63.00,2.00,999.00,0.00,1.00,2.00
53.00,1,3.00,3.00,2.00,2.00,2.00,1.00,7.00,2.00,305.00,1.00,999.00,0.00,1.00,2.00
36.00,2,1.00,4.00,2.00,1.00,2.00,1.00,5.00,1.00,329.00,2.00,999.00,0.00,1.00,2.00
32.00,2,1.00,2.00,2.00,1.00,2.00,1.00,4.00,4.00,394.00,1.00,999.00,0.00,1.00,1.00
52.00,10,1.00,5.00,2.00,1.00,2.00,1.00,7.00,4.00,57.00,4.00,999.00,0.00,1.00,2.00
31.00,8,3.00,4.00,2.00,2.00,2.00,1.00,4.00,1.00,379.00,2.00,999.00,0.00,1.00,2.00
42.00,2,2.00,2.00,3.00,1.00,2.00,1.00,7.00,5.00,218.00,3.00,999.00,0.00,1.00,2.00
49.00,2,3.00,4.00,2.00,1.00,2.00,1.00,5.00,4.00,168.00,3.00,999.00,1.00,2.00,2.00
33.00,2,2.00,2.00,2.00,1.00,2.00,1.00,7.00,1.00,289.00,1.00,999.00,1.00,2.00,2.00
43.00,2,2.00,2.00,2.00,1.00,2.00,1.00,8.00,3.00,66.00,5.00,999.00,0.00,1.00,2.00
34.00,2,1.00,2.00,2.00,2.00,2.00,2.00,6.00,1.00,237.00,2.00,999.00,0.00,1.00,2.00
54.00,4,1.00,3.00,3.00,2.00,2.00,2.00,6.00,3.00,221.00,5.00,999.00,0.00,1.00,2.00
52.00,2,3.00,2.00,3.00,1.00,1.00,1.00,7.00,2.00,201.00,9.00,999.00,0.00,1.00,2.00
45.00,1,1.00,3.00,3.00,2.00,2.00,1.00,8.00,3.00,83.00,1.00,999.00,0.00,1.00,2.00
31.00,1,1.00,1.00,2.00,1.00,1.00,1.00,4.00,4.00,66.00,2.00,999.00,2.00,2.00,2.00
52.00,5,3.00,2.00,3.00,2.00,2.00,1.00,11.00,1.00,79.00,2.00,999.00,0.00,1.00,2.00
32.00,2,1.00,2.00,2.00,1.00,2.00,1.00,4.00,3.00,166.00,1.00,999.00,0.00,1.00,2.00
41.00,7,1.00,7.00,2.00,1.00,2.00,2.00,8.00,4.00,85.00,15.00,999.00,0.00,1.00,2.00
58.00,5,4.00,2.00,2.00,2.00,2.00,2.00,6.00,3.00,16.00,9.00,999.00,0.00,1.00,2.00
55.00,5,3.00,2.00,2.00,2.00,1.00,1.00,4.00,1.00,916.00,1.00,999.00,0.00,1.00,2.00
26.00,9,2.00,1.00,3.00,1.00,2.00,1.00,5.00,5.00,682.00,2.00,3.00,2.00,3.00,2.00
59.00,6,3.00,3.00,2.00,1.00,2.00,1.00,5.00,5.00,27.00,5.00,999.00,0.00,1.00,2.00
27.00,2,2.00,2.00,2.00,2.00,2.00,1.00,5.00,1.00,160.00,1.00,999.00,0.00,1.00,2.00
54.00,5,1.00,2.00,2.00,2.00,2.00,2.00,6.00,2.00,84.00,15.00,999.00,0.00,1.00,2.00
26.00,10,1.00,5.00,2.00,1.00,2.00,1.00,7.00,2.00,136.00,1.00,999.00,0.00,1.00,2.00
57.00,1,1.00,1.00,2.00,1.00,2.00,2.00,5.00,5.00,248.00,2.00,999.00,0.00,1.00,2.00
37.00,10,2.00,5.00,2.00,1.00,1.00,1.00,8.00,1.00,149.00,1.00,999.00,0.00,1.00,2.00
67.00,6,1.00,2.00,2.00,2.00,2.00,1.00,8.00,2.00,201.00,1.00,999.00,1.00,2.00,2.00
50.00,1,1.00,1.00,3.00,2.00,2.00,1.00,7.00,4.00,16.00,1.00,999.00,0.00,1.00,2.00
41.00,10,1.00,4.00,2.00,3.00,3.00,1.00,7.00,1.00,106.00,1.00,999.00,0.00,1.00,2.00
47.00,1,1.00,3.00,2.00,1.00,2.00,1.00,7.00,2.00,207.00,2.00,999.00,0.00,1.00,2.00
38.00,1,1.00,7.00,2.00,2.00,2.00,1.00,7.00,3.00,179.00,17.00,999.00,0.00,1.00,2.00
37.00,8,1.00,4.00,3.00,1.00,2.00,2.00,5.00,2.00,194.00,2.00,999.00,0.00,1.00,2.00
30.00,1,1.00,4.00,2.00,1.00,2.00,1.00,7.00,2.00,144.00,4.00,999.00,0.00,1.00,2.00
28.00,10,2.00,2.00,3.00,2.00,2.00,2.00,6.00,3.00,354.00,17.00,999.00,0.00,1.00,2.00
30.00,10,2.00,2.00,3.00,2.00,2.00,2.00,5.00,3.00,187.00,4.00,999.00,0.00,1.00,2.00
31.00,1,1.00,1.00,2.00,2.00,2.00,1.00,7.00,3.00,284.00,1.00,999.00,0.00,1.00,2.00
51.00,11,1.00,3.00,2.00,2.00,1.00,2.00,6.00,3.00,85.00,5.00,999.00,0.00,1.00,2.00
39.00,2,1.00,4.00,3.00,1.00,2.00,2.00,6.00,5.00,377.00,3.00,999.00,0.00,1.00,2.00
79.00,6,1.00,3.00,2.00,2.00,1.00,1.00,7.00,5.00,464.00,1.00,999.00,1.00,2.00,1.00
29.00,2,2.00,2.00,3.00,1.00,2.00,1.00,8.00,4.00,158.00,1.00,999.00,0.00,1.00,2.00
37.00,1,1.00,1.00,2.00,2.00,2.00,1.00,5.00,3.00,49.00,3.00,999.00,1.00,2.00,2.00
47.00,2,1.00,4.00,2.00,2.00,2.00,1.00,5.00,3.00,99.00,2.00,999.00,0.00,1.00,2.00
57.00,2,1.00,4.00,2.00,1.00,2.00,1.00,11.00,5.00,41.00,2.00,999.00,0.00,1.00,2.00
56.00,10,3.00,2.00,3.00,1.00,1.00,1.00,7.00,3.00,448.00,5.00,999.00,0.00,1.00,2.00
55.00,4,3.00,2.00,2.00,1.00,2.00,2.00,6.00,4.00,221.00,1.00,999.00,0.00,1.00,2.00
42.00,2,1.00,5.00,2.00,1.00,2.00,1.00,5.00,1.00,174.00,1.00,999.00,0.00,1.00,2.00
47.00,10,1.00,2.00,2.00,1.00,2.00,1.00,8.00,3.00,184.00,3.00,999.00,0.00,1.00,2.00
29.00,5,2.00,2.00,2.00,1.00,2.00,1.00,5.00,5.00,468.00,2.00,999.00,1.00,2.00,2.00
47.00,10,1.00,5.00,3.00,2.00,2.00,1.00,8.00,3.00,18.00,15.00,999.00,0.00,1.00,2.00
47.00,10,3.00,2.00,2.00,2.00,1.00,1.00,4.00,5.00,642.00,2.00,999.00,1.00,2.00,2.00
35.00,10,2.00,5.00,2.00,1.00,1.00,2.00,5.00,4.00,150.00,1.00,999.00,0.00,1.00,2.00
33.00,2,2.00,2.00,2.00,1.00,2.00,1.00,4.00,5.00,76.00,2.00,999.00,0.00,1.00,2.00
33.00,8,2.00,4.00,2.00,1.00,2.00,1.00,5.00,3.00,281.00,1.00,999.00,1.00,2.00,2.00
43.00,2,1.00,4.00,2.00,2.00,2.00,1.00,5.00,3.00,140.00,3.00,999.00,0.00,1.00,2.00
29.00,4,2.00,2.00,2.00,2.00,2.00,1.00,11.00,1.00,257.00,1.00,999.00,0.00,1.00,2.00
50.00,2,3.00,2.00,3.00,2.00,1.00,1.00,7.00,1.00,85.00,9.00,999.00,0.00,1.00,2.00
24.00,10,2.00,5.00,2.00,2.00,2.00,1.00,6.00,2.00,62.00,2.00,999.00,1.00,2.00,2.00
56.00,3,1.00,2.00,2.00,2.00,1.00,2.00,5.00,3.00,1697.00,2.00,999.00,0.00,1.00,1.00
47.00,10,1.00,5.00,2.00,1.00,2.00,1.00,8.00,4.00,117.00,1.00,999.00,0.00,1.00,2.00
40.00,1,1.00,3.00,3.00,1.00,2.00,1.00,7.00,3.00,131.00,4.00,999.00,0.00,1.00,2.00
45.00,10,3.00,2.00,3.00,2.00,2.00,1.00,5.00,5.00,776.00,1.00,999.00,0.00,1.00,1.00
41.00,10,1.00,2.00,3.00,1.00,2.00,1.00,8.00,1.00,64.00,4.00,999.00,0.00,1.00,2.00
26.00,9,2.00,2.00,2.00,2.00,1.00,1.00,5.00,1.00,90.00,2.00,999.00,0.00,1.00,2.00
48.00,10,2.00,2.00,2.00,1.00,1.00,1.00,11.00,2.00,193.00,4.00,999.00,1.00,2.00,2.00
37.00,8,3.00,4.00,3.00,1.00,1.00,1.00,4.00,1.00,92.00,1.00,999.00,1.00,2.00,2.00
26.00,2,2.00,2.00,2.00,2.00,1.00,1.00,6.00,4.00,224.00,1.00,999.00,0.00,1.00,1.00
38.00,10,2.00,2.00,2.00,1.00,2.00,1.00,8.00,5.00,131.00,1.00,999.00,0.00,1.00,2.00
35.00,1,1.00,1.00,2.00,1.00,2.00,1.00,11.00,2.00,231.00,2.00,999.00,0.00,1.00,2.00
22.00,8,2.00,4.00,2.00,1.00,2.00,1.00,6.00,1.00,147.00,1.00,999.00,0.00,1.00,2.00
30.00,2,2.00,4.00,2.00,1.00,2.00,1.00,7.00,2.00,102.00,7.00,999.00,0.00,1.00,2.00
41.00,2,2.00,2.00,2.00,1.00,2.00,1.00,8.00,2.00,280.00,2.00,999.00,0.00,1.00,2.00
32.00,7,3.00,5.00,2.00,1.00,2.00,2.00,6.00,1.00,118.00,1.00,999.00,0.00,1.00,2.00
28.00,8,1.00,4.00,2.00,2.00,2.00,2.00,7.00,2.00,103.00,1.00,999.00,0.00,1.00,2.00
45.00,2,1.00,4.00,2.00,1.00,1.00,2.00,6.00,1.00,523.00,1.00,999.00,0.00,1.00,2.00
42.00,10,1.00,5.00,2.00,2.00,1.00,2.00,5.00,3.00,96.00,5.00,999.00,0.00,1.00,2.00
45.00,2,2.00,2.00,2.00,1.00,2.00,1.00,8.00,3.00,99.00,1.00,999.00,0.00,1.00,2.00
30.00,2,2.00,4.00,2.00,1.00,1.00,1.00,5.00,1.00,192.00,1.00,999.00,0.00,1.00,2.00
34.00,2,2.00,4.00,2.00,2.00,2.00,1.00,5.00,5.00,15.00,9.00,999.00,0.00,1.00,2.00
25.00,2,2.00,2.00,2.00,2.00,1.00,2.00,4.00,4.00,71.00,2.00,999.00,0.00,1.00,2.00
25.00,2,2.00,1.00,2.00,1.00,1.00,1.00,7.00,4.00,37.00,17.00,999.00,0.00,1.00,2.00
37.00,4,1.00,4.00,2.00,1.00,1.00,2.00,5.00,1.00,723.00,1.00,999.00,0.00,1.00,2.00
35.00,1,1.00,1.00,2.00,1.00,2.00,1.00,11.00,3.00,299.00,2.00,999.00,0.00,1.00,2.00
31.00,2,2.00,4.00,2.00,1.00,2.00,1.00,11.00,3.00,66.00,1.00,999.00,0.00,1.00,2.00
35.00,10,2.00,5.00,2.00,1.00,2.00,1.00,5.00,4.00,49.00,1.00,999.00,0.00,1.00,2.00
29.00,2,2.00,4.00,2.00,1.00,2.00,1.00,6.00,1.00,295.00,1.00,999.00,0.00,1.00,1.00
42.00,11,1.00,5.00,2.00,1.00,2.00,2.00,6.00,2.00,88.00,2.00,999.00,0.00,1.00,2.00
24.00,10,1.00,5.00,2.00,2.00,2.00,1.00,7.00,5.00,192.00,4.00,26.00,1.00,3.00,1.00
36.00,8,3.00,5.00,2.00,1.00,2.00,2.00,7.00,2.00,261.00,6.00,999.00,0.00,1.00,2.00
44.00,1,2.00,7.00,2.00,2.00,2.00,2.00,5.00,3.00,174.00,1.00,999.00,0.00,1.00,2.00
56.00,6,1.00,4.00,2.00,1.00,2.00,1.00,8.00,2.00,109.00,3.00,999.00,0.00,1.00,2.00
32.00,1,1.00,1.00,2.00,2.00,2.00,1.00,4.00,4.00,583.00,1.00,5.00,1.00,3.00,1.00
43.00,10,1.00,5.00,2.00,1.00,2.00,2.00,5.00,3.00,747.00,3.00,999.00,0.00,1.00,2.00
31.00,5,1.00,2.00,2.00,2.00,2.00,1.00,6.00,2.00,217.00,1.00,999.00,0.00,1.00,2.00
33.00,8,1.00,4.00,2.00,2.00,2.00,1.00,7.00,5.00,1060.00,2.00,999.00,0.00,1.00,1.00
42.00,2,2.00,2.00,2.00,2.00,2.00,2.00,6.00,5.00,298.00,2.00,999.00,0.00,1.00,2.00
57.00,8,3.00,4.00,2.00,1.00,2.00,2.00,5.00,3.00,36.00,2.00,999.00,0.00,1.00,2.00
48.00,1,1.00,7.00,3.00,1.00,2.00,2.00,6.00,5.00,10.00,4.00,999.00,0.00,1.00,2.00
27.00,1,2.00,1.00,2.00,1.00,2.00,1.00,7.00,4.00,64.00,1.00,999.00,0.00,1.00,2.00
48.00,2,1.00,6.00,2.00,2.00,2.00,1.00,8.00,4.00,262.00,1.00,999.00,0.00,1.00,2.00
